protocol,dataset,ticker,price_mode,horizon,feature_set,model_type,model,seed,test_units,test_RMSE,test_MAE,test_MAPE,latest_RMSE,latest_MAE,latest_MAPE,RMSE_ratio_vs_latest,MAE_ratio_vs_latest,MAPE_ratio_vs_latest,passes_latest_rmse_gate,dataset_label
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,lstm,LSTM,42.0,563,4.201125251446032,2.9675433360450434,2.193808599125493,2.521288284552104,1.6580041048819558,1.2480944241071876,1.6662613621719755,1.7898287026595283,1.757726464241528,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,lstm,LSTM,123.0,563,3.975786367583392,2.8118628303704,2.1019240510831785,2.521288284552104,1.6580041048819558,1.2480944241071876,1.5768868605557629,1.695932369582761,1.6841065952095489,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,lstm,LSTM,777.0,563,4.579787416747201,3.3086456244622835,2.478596153166835,2.521288284552104,1.6580041048819558,1.2480944241071876,1.8164473474959173,1.9955593684720387,1.9859043557059997,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,gru,GRU,42.0,563,7.789181143926685,6.136706784182289,4.642712542082628,2.521288284552104,1.6580041048819558,1.2480944241071876,3.0893655404861406,3.701261514439496,3.719840784805804,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,gru,GRU,123.0,563,4.369051791945809,3.2149924351097634,2.3844002035636747,2.521288284552104,1.6580041048819558,1.2480944241071876,1.7328648289507094,1.9390738693850575,1.9104325422087616,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,gru,GRU,777.0,563,3.600222085335558,2.5147062880954776,1.8689603131321435,2.521288284552104,1.6580041048819558,1.2480944241071876,1.4279295657676536,1.516706913264558,1.497451055811812,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,dlinear,DLinear,42.0,563,9.643533098045484,7.359586942682893,5.476070370927737,2.521288284552104,1.6580041048819558,1.2480944241071876,3.8248434965296383,4.438823113291912,4.387544936630088,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,dlinear,DLinear,123.0,563,8.688616286052309,6.672491937505204,5.051847875800292,2.521288284552104,1.6580041048819558,1.2480944241071876,3.446101875492514,4.024412194070088,4.04764878219377,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,1,technical,dlinear,DLinear,777.0,563,8.925993998101351,6.9001186228560725,5.2982050491374135,2.521288284552104,1.6580041048819558,1.2480944241071876,3.54025124885194,4.161701772956309,4.24503542905212,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,5,ohlcv,lstm,LSTM,42.0,569,6.857935891216646,5.312427634723576,4.209616363603748,5.353346381414506,3.793475668962475,2.850034806707801,1.2810558859082426,1.4004116800297122,1.477040334278043,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,5,ohlcv,lstm,LSTM,123.0,569,6.734037490486711,5.1964121250360416,4.109785820992975,5.353346381414506,3.793475668962475,2.850034806707801,1.2579117827805095,1.3698287740586124,1.4420125015035752,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,5,ohlcv,lstm,LSTM,777.0,569,7.831697887207859,6.135206802448614,4.782640509738491,5.353346381414506,3.793475668962475,2.850034806707801,1.4629536983441938,1.6173049039554297,1.6780989826798385,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,5,ohlcv,gru,GRU,42.0,569,5.737844460604209,4.053365134187239,3.073205938988638,5.353346381414506,3.793475668962475,2.850034806707801,1.0718238746001163,1.068509590650899,1.078304704123467,0,Dow 30
full rolling-origin supervised audit,dow30,MMM,adjusted_close,5,ohlcv,gru,GRU,123.0,569,6.2102754835979,4.4366280232246815,3.367421643774616,5.353346381414506,3.793475668962475,2.850034806707801,1.1600735392647932,1.1695417106597945,1.1815370239861986,0,Dow 30
